id,title,release_year,tags
309,The Celebration,1998,a grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets the eldest son christian stages a showdown with the popular pater familias his provocative moving afterdinner speech dislodges all the masks which finally fall completely as the fatherson conflict intensifies and the bewildered guests look on drama suicide father son relationship child abuse sexual abuse depression parents kids relationship secret birthday twin sister hotelier country house daughter dogme 95 family reunion lecture child ulrichthomsen henningmoritzen thomasbolarsen paprikasteen birtheneumann thomasvinterberg modern
27845,Trees Lounge,1996,tommy has lost his job his love and his life he lives in a small apartment above the trees lounge a bar which he frequents along with a few other regulars without lives he gets a job driving an ice cream truck and ends up getting involved with the seventeenyearold niece of his exgirlfriend this gets him into serious trouble with her father comedy drama bar alcoholism independent film drinking stevebuscemi chloësevigny carolkane markboonejunior bronsondudley stevebuscemi modern
25784,Journey from the Fall,2006,thirteen years after the end of the vietnam war a family who was tragically affected by the war are forced to emigrate to america drama vietnam independent film kiềuchinh longnguyen diemlien jayveemaithehiep khanhdoan hamtran millennium
52790,The Basket,2000,peter coyote et erin brokovich and karen allen the perfect storm star in this touching family drama about the unifying power of basketball in a community torn apart by war both a riveting sports film and a tale of triumph over adversity the basket is a hoop dream movie with a whole lot of heart dallas morning news in 1918 when the wheatfarming townspeople of waterville washington welcome home their first wounded son from wwi theyrestruck by the harsh reality of war and just as bigotry and hatred toward two german orphans dividethe closeknit community a new schoolteacher martin coyote rolls into town with some strange ideas and an even stranger leather ball through the brandnew game called basketball martin strivesto bring harmony to the townbefore it tears itself apart drama petercoyote karenallen robertburke amberwillenborg jackmacdonald richcowan millennium
100275,Eddie: The Sleepwalking Cannibal,2012,a oncefamous painter rediscovers inspiration when he befriends a sleepwalking cannibal horror comedy cannibal sleepwalking art teacher thurelindhardt dylansmith georginareilly alaingoulem stephenmchattie borisrodriguez recent
295914,Queen of the Mountains,2014,at a time when most females in asia possess little or no power over their lives headstrong kurmanjan datka defies her familys authority and ultimately becomes the ruler of her native kyrgyzstan region drama action biography elinaabaikyzy azizmuradillayev nasiramambetov adiletusubaliyev mirlanabdulayev sadyksher-niyaz recent
42033,Def-Con 4,1985,two men and a woman circle the globe in a satellite armed with a nuclear device the third world war breaks out and a few months later the satellite crashes they survive the crash but one man gets killed by survivors and the other man gets caught the woman stays by the remains of the the satellite but is soon caught by evil punks who have taken power sciencefiction post-apocalyptic dystopia canuxploitation lenorezann maurychaykin katelynch kevinking johnwalsch pauldonovan modern
19187,The Hebrew Hammer,2003,a jewish blaxploitation hero saves hanukkah from the clutches of santa clauss evil son action comedy independent film adamgoldberg judygreer andydick mariovanpeebles jonathankesselman millennium
46415,Neal 'n' Nikki,2005,the film as its name implies centres on gurneal neal ahluwalia and nikkita nikki bakshi uday chopra and tanisha two canadians of indian descent born and raised in british columbia before getting married neal wants to spend one month on vacation in total freedom by meeting women going to clubs comedy romance musical udaychopra tanishamukherjee abhishekbachchan richapallod gauravgera arjunsablok millennium
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,follows andy who needs to hook up with a hottie pronto because he hasnt had sex in well forever and his luck isnt the only thing thats hard his equally horny teenage roommates also need it superbad and with the help of their nerdy pal mcanalovin and his fake id they may tap more than just a keg comedy duringcreditsstinger bryancallen noureendewulf mirceamonroe stephenkramerglickman austinmichaelscott craigmoss recent
27588,Forget Me Not,2009,its graduation weekend and sandy channing the popular class president of her smalltown high school should be enjoying the time of her life but when her friends start disappearing sandy discovers they have unwittingly awakened the vengeful spirit of a girl they wronged long ago fighting for her sanity sandy must unlock a dark secret from her own past before its too late drama horror romance independent film carlyschroeder codylinley briegabrielle chloebridges micahalberti tyleroliver millennium
223,Rebecca,1940,a selfconscious bride is tormented by the memory of her husbands dead first wife drama mystery monte carlo based on novel age difference secret obsession bride cornwall love suspense rural setting devotion housekeeper death estate costume party film noir second wife laurenceolivier joanfontaine georgesanders judithanderson nigelbruce alfredhitchcock classic
9725,Friday the 13th Part 2,1981,five years after the horrible bloodbath at camp crystal lake it seems jason voorhees and his demented mother are in the past paul opens up a new camp close to the infamous site ignoring warnings to stay away and a sexuallycharged group of counselors follow including child psychologist major ginny but jason has been hiding out all this time and now hes ready for revenge horror thriller camping summer camp gore slasher b horror brisbane queensland amysteel johnfurey adrienneking kirstenbaker betsypalmer steveminer modern
28580,The Lost Weekend,1945,don birnam a longtime alcoholic has been sober for ten days and appears to be over the worst but his craving has just become more insidious evading a country weekend planned by his brother and girlfriend he begins a fourday bender that just might be his last one way or another drama desperation weekend delirium addiction alcoholism writer alcoholic bats suicidal thoughts low self esteem film noir paranoid raymilland janewyman phillipterry howarddasilva dorisdowling billywilder classic
23730,C.H.U.D.,1984,a rash of bizarre murders in new york city seems to point to a group of grotesquely deformed vagrants living in the sewers a courageous policeman a photo journalist and his girlfriend and a nutty bum who seems to know a lot about the creatures band together to try and determine what the creatures are and how to stop them horror sciencefiction monster mutant shower police blood splatter toxic independent film gore decapitation blood zombie new york city cannibal police detective flamethrower bum sewer police investigation nuclear waste hobo johnheard danielstern christophercurry kimgreist lauremattos douglascheek modern
84197,Filly Brown,2013,majo tonorio aka filly brown is a raw young los angeles hiphop artist who spits from the heart when a sleazy record producer offers her a crack at rap stardom majo faces some daunting choices with an incarcerated mother a record contract could be the ticket out for her struggling family but taking the deal means selling out her talent and the true friends who helped her to the cusp of success drama resmineatis babybash davidbianchi jorgediaz chingobling michaeld.olmos recent
46256,The Lion of Judah,2011,upon learning that judah has been trapped in the clutches of the townspeople and faces the possibility of being the sacrifice at the annual festival the stable mates leave their cozy barn and embark on an adventure to find and free their friend adventure animation comedy family palm sunday jerusalem judah bethlehem judah georginacordova ernestborgnine michaelmadsen scotteastwood deryckbroom recent
19997,Niagara,1953,rose loomis and her older gloomier husband george are vacationing at a cabin in niagara falls ny the couple befriend polly and ray cutler who are honeymooning in the area polly begins to suspect that something is amiss between rose and george and her suspicions grow when she sees rose in the arms of another man while ray initially thinks polly is overreacting things between george and rose soon take a shockingly dark turn crime drama thriller clock tower infidelity self-defense waterfall delirium murder morgue tour guide fear pursuit hitchcockian screaming unconsciousness film noir adultress marilynmonroe josephcotten jeanpeters maxshowalter deniso'dea henryhathaway classic
43266,How Green Was My Valley,1941,at the turn of the century in a welsh mining village the morgans he stern she gentle raise coalmining sons and hope their youngest will find a better life lots of atmosphere very sentimental view of preunion miners lives the film is based on the 1939 richard llewellyn novel of the same name drama wales rural setting coal mining walterpidgeon maureeno'hara roddymcdowall donaldcrisp annalee johnford classic
278316,Da Sweet Blood of Jesus,2014,a movie about human beings who are addicted to blood thriller comedy romance feliciapearson zaraahabrahams elvisnolasco stevenhauck stephentyronewilliams spikelee recent
1412,"Sex, Lies, and Videotape",1989,a sexually repressed womans husband is having an affair with her sister the arrival of a visitor with a rather unusual fetish changes everything drama sexual obsession sex sexuality camcorder spanner orgasm videoband longing safe sex interview voyeurism andiemacdowell petergallagher jamesspader laurasangiacomo ronvawter stevensoderbergh modern
176,Saw,2004,obsessed with teaching his victims the value of life a deranged sadistic serial killer abducts the morally wayward once captured they must face impossible choices in a horrific game of survival the victims must fight to win their lives back or die trying horror mystery crime shotgun based on short film sadist pistol chained bludgeoning game of death caryelwes dannyglover monicapotter michaelemerson kenleung jameswan millennium
39939,Super Troopers,2001,five bored occasionally high and always ineffective vermont state troopers must prove their worth to the governor or lose their jobs after stumbling on a drug ring they plan to make a bust but a rival police force is out to steal the glory comedy crime mystery alcohol radio police chief highway cops broken lizard marijuana drug humor police corruption aftercreditsstinger duringcreditsstinger shenanigans jaychandrasekhar stevelemme kevinheffernan paulsoter geoffreyarend jaychandrasekhar millennium
357834,The Algerian,2015,the algerian is an international political thriller about the colliding worlds of the middle east and america it follows ali ben youcef across the world from algeria to new york las vegas and los angeles as it reveals he is a sleeper cell part of an international plot benyoucef candicecoke harrylennix taraholt joshpence giovannizelko recent
215924,The Amazing Catfish,2013,young claudia works in a supermarket where she promotes various types of products one night she ends up in the emergency room with severe appendicitis and meets martha a patient laying in the bed next to hers comedy drama woman director lisaowen ximenaayala soniafranco wendyguillén andreabaeza claudiasainte-luce recent
480,Monsoon Wedding,2001,from an exciting indian wedding comes a relationship from two different times not only showing the modern but also the traditional different characters and stories interact with each other in director mira nair film where she used an indianamerican production to illustrate these themes modern day indians are very familiar with comedy drama romance child abuse adultery arranged marriage bollywood wedding woman director wedding arranger class system naseeruddinshah lilletedubey vijayraaz tillotamashome vasundharadas miranair millennium
14295,You Can Count on Me,2000,a single mothers life is thrown into turmoil after her struggling rarelyseen younger brother returns to town drama romance independent film lauralinney markruffalo matthewbroderick jontenney roryculkin kennethlonergan millennium
11219,The Trouble with Harry,1955,trouble erupts in a small quiet new england town when a mans body is found in the woods the problem is that almost everyone in town thinks that they had something to do with his death comedy mystery thriller small town chase wife leave murder suspense female corpse edmundgwenn johnforsythe shirleymaclaine mildrednatwick mildreddunnock alfredhitchcock classic
20770,But I'm a Cheerleader,1999,megan is an allamerican girl a cheerleader she has a boyfriend but megan doesnt like kissing her boyfriend very much and shes pretty touchy with her cheerleader friends her conservative parents worry that she must be a lesbian and send her off to sexual redirection school where she must learn how to be straight comedy coming out cheerleader homosexuality independent film lesbian lesbian interest woman director natashalyonne brandtwille budcort michellewilliams rupaul jamiebabbit modern
176124,Home Run,2013,a pro ball player with a substance abuse problem is forced into rehab in his hometown finding new hope when he gets honest about his checkered past and takes on coaching duties for a misfit little league team drama baseball scottelrod dorianbrown charleshenrywyson jamesdevoti nicoleleigh davidboyd recent
500,Reservoir Dogs,1992,a botched robbery indicates a police informant and the pressure mounts in the aftermath at a warehouse crime begets violence as the survivors veteran mr white newcomer mr orange psychopathic parolee mr blonde bickering weasel mr pink and nice guy eddie unravel crime thriller traitor jewelry psychopath thief heist betrayal mystery escape gang plan gone wrong warehouse ensemble cast all male cast told in flashback heist gone wrong foreshadowing rendezvous iconic set in one room uneasy alliance rag tag group harveykeitel timroth michaelmadsen chrispenn stevebuscemi quentintarantino modern
60400,The Blue Bird,1940,set in mideurope sometime in the late 18th century where mytyl shirley temple the bratty daughter of a woodcutter russell hicks finds a unique bird in the royal forest and selfishly refuses to give it to her sick friend that night she is visited in a dream by a fairy named berylune jessie ralph who sends her and her brother tyltyl johnny russell to search for the blue bird of happiness to accompany them the fairy magically transforms their dog tylo eddie collins cat tylette gale sondergaard and lantern light into human form the children have a number of adventures the dream journey makes mytyl awake as a kinder and gentler girl who has learned to appreciate all the comforts and joys of her home and family drama family fantasy bird shirleytemple springbyington nigelbruce galesondergaard eddiecollins walterlang classic
429,"The Good, the Bad and the Ugly",1966,while the civil war rages between the union and the confederacy three men a quiet loner a ruthless hit man and a mexican bandit comb the american southwest in search of a strongbox containing 200000 in stolen gold western bounty hunter refugee gold anti hero gallows hitman army outlaw shootout moral ambiguity spaghetti western eliwallach clinteastwood leevancleef aldogiuffrè luigipistilli sergioleone classic
310569,The Second Mother,2015,after leaving her daughter jessica in a small town in pernambuco to be raised by relatives val spends the next 13 years working as a nanny to fabinho in so paulo she has financial stability but has to live with the guilt of having not raised jessica herself as fabinhos university entrance exams approach jessica reappears in her life and seems to want to give her mother a second chance however jessica has not been raised to be a servant and her very existence will turn vals routine on its head with precision and humour anna muylaert turns her eye on the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up drama brazilian brazil pool mother daughter relationship architecture class differences housekeeper woman director reginacasé micheljoelsas camilamárdila karineteles lourençomutarelli annamuylaert recent
98369,Blue Like Jazz,2012,a young man must find his own way as his southern baptist roots dont seem to be acceptable at his new liberal arts college drama comedy book store marshallallman claireholt taniaraymonde justinwelborn ericlange stevetaylor recent
114065,Down & Out With The Dolls,2003,the raunchy spunky tale of the rise and fall of an allgirl rock band from portland oregon comedy music millennium
89750,"Pink Ribbons, Inc.",2011,breast cancer has become the poster child of corporate causerelated marketing campaigns countless women and men walk bike climb and shop for the cure each year millions of dollars are raised in the name of breast cancer but where does this money go and what does it actually achieve pink ribbons inc is a feature documentary that shows how the devastating reality of breast cancer which marketing experts have labeled a dream cause becomes obfuscated by a shiny pink story of success documentary marketing breast cancer corporatism woman director samanthaking barbarabrenner barbaraehrenreich nancybrinker susanlove léapool recent
49951,Certifiably Jonathan,2007,a famous comedian and artist wants to display his work at an art museum just when he thinks hes lost his touch a series of famous comedians drop by to help him rekindle his artistic and comedic spark comedy jonathanwinters robinwilliams sarahsilverman patriciaarquette jamesdavidpasternak millennium
86331,Desire,2011,in a social context deteriorated by a countrywide economic crisis the life of several people will be turned upside down after they meet cecile a character who symbolizes desire drama romance france female nudity sex sexuality love sexual fantasy romance unfaithfulness unsimulated sex prostitution female homosexuality couple desire lesbian sex explicit sex economic crisis sexual disorder erotic movie déborahrévy hélènezimmer gowandidi johnnyamaro johanlibéreau laurentbouhnik recent
355629,The Blade of Don Juan,2013,the fate of an armwrestling match leads two rival brothers on an adventure through the streets of lima peru armed with the spoils of victory the boys must navigate many obstacles that stand in the way of their goal a house party on the other side of the tracks and the hope of lost virginity drama comedy peru juancarlosmontoya rodrigoviaggio irmamaury antonioarrué vivianaandrade tomsanchez recent
16433,Grand Theft Parsons,2003,there are times when its right and proper to simply bury the dead this is not one of those times gram parsons was one of the most influential musicians of his time a bitter brilliant genius who knew elvis tripped with the stones and fatally overdosed on morphine and tequila in 1973 and from his dying came a story a story from deep within folklore a story of friendship honour and adventure a story so extraordinary that if it didnt really happen no one would believe it two men a hearse a dead rock star five gallons of petrol and a promise and the most extraordinary chase of modern times crime comedy drama adventure 1970s rock star chase musician independent film johnnyknoxville christinaapplegate gabrielmacht marleyshelton robertforster davidcaffrey millennium
15544,Extreme Movie,2008,a sketch comedy movie about the joys and embarrassments of teen sex but mostly the embarrassments comedy patrickj.adams ryanpinkston deniseboutte michaelcera frankiemuniz adamjayepstein millennium
43884,The Charge of the Light Brigade,1936,major vickers is an officer in the 27th lancers in india in 1856 whilst the regiment is out on manoeuvres the barracks are attacked by surat khan and his soldiers who massacre british women and children this leaves an inextinguishable memory and vickers promises to avenge the dead action adventure drama war ambush british army fort invasion attack heroism massacre india cavalry tragic death epic battle crimea fiancée brothers brothers love same woman the light brigade horses british lancers society ball errolflynn oliviadehavilland patricknowles henrystephenson nigelbruce michaelcurtiz classic
107315,Below Zero,2011,when jack edward furlong is in danger of missing a deadline his manager orders him to take whatever measures are needed to complete his screenplay jack locks himself in a slaughterhouse freezer but discovers that his inner demons are keeping him company despite the cold jacks imagination is redhot as he concocts the story of frank furlong a tow truck driver whos locked in a fridge with the dying victim of a serial killer thriller horror screenwriter edwardfurlong michaelberryman kristinbooth michaeleisner deehanna justinthomasostensen recent
137955,Crowsnest,2012,in late summer of 2011 five young friends on a road trip went missing after being attacked by nomadic cannibals in a huge rv video was recorded by the victims amp recovered by police as evidence in their stillunsolved murders recent
13064,Airborne,1993,mitchell goosen is sixteenseventeen year old kid from california who loves to surf and roller blade yet his parents who are two zoologists were given a grant to work in australia the only problem was mitchell couldnt go with them so he gets sent to stay with his aunt uncle and cousin in cincinnati ohio when he arrives he meets his cousin who is also his new roommate for the next six months wiley mitchell then goes to school and gets on the bad side the high school hockey players mitchell and wiley end up enduring weeks of torture from the guys then the big guys and mitchell and wiley have to learn to get along to try to beat the central high school rivals in a competition down devils backbone action adventure comedy sport rollerblade shanemcdermott sethgreen brittneypowell chrisconrad ediemcclurg robbowman modern
59917,Cotton Comes to Harlem,1970,the charismatic black nationalist leader rev deke omalley is trying to sell the people of harlem a dream invest 100 in his company and live in africa but cops gravedigger and coffin know all about deke and his fraudulent schemes that take advantage of the poor and the ignorant and cant wait for a chance to expose him action adventure blaxploitation godfreycambridge raymondst.jacques calvinlockhart judypace reddfoxx ossiedavis classic
157422,The Wicked Within,2015,after a year passes since the sudden death of a child a family gathering takes place whilst unexplainable events occur tension over peculiar circumstances cracks the veneer of cordiality and dark secrets emerge horror siennaguillory giannicapaldi enzocilenti michelehicks sonjakinski jayalaimo recent
310933,Bleeding Hearts,2013,captured hearts an insane serial killerhorror film is a heartjumping heartcrushing truly demented roller coaster ride of mystery violence sex and gore with a raging climatic twist all hearts end up in one place and its not where theyre supposed to be horror robertloggia charlesdurning tonytodd dustindiamond wilsonjermaineheredia dylanbank recent
7553,Waiting...,2005,employees at a benniganslike restaurant called creatively enough shenanigans kill time before their real lives get started but while they wait theyll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff luckily these employees have effective revenge tactics comedy decision waiter hostess trainee gross out employer employee relationship speaking german glass pipe screaming ryanreynolds annafaris justinlong davidkoechner luisguzmán robmckittrick millennium
12877,Dead Man's Shoes,2004,a soldier returns home to his small town and exacts a deadly revenge on the thugs who tormented his dimwitted brother while he was away drama thriller crime rage and hate brother revenge punishment home movie footage paddyconsidine garystretch tobykebbell johartley seamuso'neill shanemeadows millennium
39895,From a Whisper to a Scream,1987,the uncle of an executed murderess relates four stories of his hometown oldfield to a reporter in the first an elderly man pursues a romance with a younger woman even to the grave and beyond in the second a wounded man on the run from creditors is rescued by a backwoods hermit who holds the secret to eternal life in the third a glasseating carny pays the ultimate price for looking for love on the outside and in the fourth a group of civil war soldiers are held captive by a household of orphans with strange intentions for them comedy horror civil war narration voodoo necrophilia anthology librarian freak show vincentprice clugulager terrykiser rosalindcash cameronmitchell jeffburr modern
102840,Sex With Strangers,2002,for some married couples sex is an obsession that overwhelms their belief in strict monogamy the ability to act out their sexual fantasies is more important than upholding any convention of love or marriage sex with strangers paints an authentically intimate portrait of three such couples from the euphoria of fantasies fulfilled to the desperation of splintering relationships showing how their lives are profoundly affected by the lifestyle they lead james and theresa a couple in their thirties use their motor home as a pleasure palace travelling from club to club seducing couples wherever they go calvin and sarah are thinking about getting married when they meet julie who doesnt swing and isnt bisexual until she falls for calvin psychodrama almost displaces sex for shannon and gerard who are passionate about swinging even as they question whether the lifestyle is really for them documentary millennium
55616,Dracula: Pages from a Virgin's Diary,2002,a ballet rendition of bram stokers gothic novel dracula presented in a style reminiscent of the silent expressionistic cinema of the early 20th century this work employs the subtle and sometimes bold use of color to emphasize its themes but mainly is presented in blackandwhite or tinted in monochrome no spoken dialogue can be heard and the story of a sinister but intriguing immigrant who preys upon young english women unfolds through dance pantomime and subtitles horror dracula independent film wei-qiangzhang tarabirtwhistle davidmoroni cindymariesmall johnnya.wright guymaddin millennium
29697,Faith Like Potatoes,2006,frank rautenbach leads a strong cast as angus buchan a zambian farmer of scottish heritage who leaves his farm in the midst of political unrest and racially charged land reclaims and travels south with his family to start a better life in kwazulu natalsouth africa drama christian film food frankrautenbach jeanneneilson hamiltondlamini seancameronmichael rochellebuchan regardtvandenbergh millennium
50037,Beyond the Black Rainbow,2010,deep within the mysterious arboria institute a disturbed and beautiful girl is held captive by a doctor in search of inner peace her mind controlled by a sinister technology silently she waits for her next session with deranged therapist dr barry nyle if she hopes to escape she must journey through the darkest reaches of the institute but nyle wont easily part with his most gifted and dangerous creation fantasy sciencefiction horror commune suspense mad doctor captive drugged aftercreditsstinger michaelrogers scotthylands marilynnorry evaallan rondelreynoldson panoscosmatos recent
94329,The Raid,2011,deep in the heart of jakartas slums lies an impenetrable safe house for the worlds most dangerous killers and gangsters until now the rundown apartment block has been considered untouchable to even the bravest of police cloaked under the cover of predawn darkness and silence an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it but when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord the buildings lights are cut and all the exits blocked stranded on the sixth floor with no way out the unit must fight their way through the citys worst to survive their mission starring indonesian martial arts sensation iko uwais action thriller crime crime boss tenement high rise monitor tower block jakarta indonesia swat swat team ikouwais joetaslim donnyalamsyah yayanruhian raysahetapy garethevans recent
53502,The Dead Undead,2010,good vampires battle zombie vampires while trying to hide their own identity and prevent the infection from spreading horror sciencefiction action vampire zombie vanity project mad cow disease lukegoss joshuaalba matthewr.anderson laurachinn camerongoodman matthewr.anderson recent
202604,The Vatican Exorcisms,2013,documentary following us filmmaker joe marino as he heads to italy to investigate exorcisms and the truth behind rumors of demonic possession horror documentary mystery exorcism joemarino joemarino recent
289,Casablanca,1942,in casablanca morocco in december 1941 a cynical american expatriate meets a former lover with unforeseen complications drama romance love triangle corruption spy resistance casablanca emigration visa patriotism nationalism concentration camp nazis war melodrama film noir humphreybogart ingridbergman paulhenreid clauderains conradveidt michaelcurtiz classic
27374,Lake Mungo,2008,16 year old alice palmer drowns in a local dam when her body is recovered and her grieving family buries her the family experiences a series of strange inexplicable events centered in and around their home unsettled the palmers seek the help of psychic and parapsychologist ray kemeny ray discovers that alice led a secret double life at lake mungo alices secret past emerges horror thriller supernatural drama taliazucker rosietraynor davidpledger martinsharpe stevejodrell joelanderson millennium
26815,Rocket Singh: Salesman of the Year,2009,rocket singh salesman of the year is the sometimes thoughtless sometimes thoughtful story of a fresh graduate trying to find a balance between the maddening demands of the professional way and the way of his heart and stumbling upon a crazy way which turned his world upside down and his career right side up welcome to the world of sales boss drama comedy romance ambition bollywood business india struggling career ranbirkapoor sumeetdarshandobhal gauharkhan shazahnpadamsee premchopra shimitamin millennium
811,Silent Running,1972,in a future earth barren of all flora and fauna the planets ecosystems exist only in large pods attached to spacecraft when word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes most of the crew of the valley forge rejoice at the prospect of going home not so for botanist freeman lowell who loves the forest and its creatures so decides to take matters into his own hands to protect what he loves adventure drama sciencefiction space marine sunlight plants space travel saturn biotope greenhouse dystopia space food robot space station brucedern cliffpotts ronrifkin jessevint stevenbrown douglastrumbull classic
1366,Rocky,1976,when world heavyweight boxing champion apollo creed wants to give an unknown fighter a shot at the title as a publicity stunt his handlers choose palooka rocky balboa an uneducated collector for a philadelphia loan shark rocky teams up with trainer mickey goldmill to make the most of this once in a lifetime break drama underdog philadelphia transporter italo-american fight love of one's life publicity boxer independence boxing match training lovers surprise world champion amateur victory sylvesterstallone taliashire burtyoung carlweathers burgessmeredith johng.avildsen classic
244776,The Sleepwalker,2014,a young couple kaia and andrew are renovating kaias secluded family estate their lives are violently interrupted when unexpected guests arrive the sleepwalker chronicles the unraveling of the lives of four disparate characters as it transcends genre conventions and narrative contrivance to reveal something much more disturbing drama woman director young couple secluded family estate christopherabbott bradycorbet stephanieellis gittewitt monalerche recent
5769,Tom Jones,1963,tom loves sophie and sophie loves tom but tom and sophie are of differering classes can they find a way through the mayhem to be true to love adventure comedy history romance from rags to riches tutor squire albertfinney susannahyork hughgriffith edithevans joangreenwood tonyrichardson classic
277685,Unfriended,2015,while video chatting one night six high school friends receive a skype message from a classmate who killed herself exactly one year ago a first they think its a prank but when the girl starts revealing the friends darkest secrets they realize they are dealing with something out of this world something that wants them dead told entirely from a young girls computer desktop unfriended redefines found footage for a new generation of teens horror thriller computer bullying revenge internet teenager violence internet chat humiliation death extramarital affair vengeful ghost computer screen ghost one night found footage skype facebook blender shelleyhennig mosesjacobstorm reneeolstead williampeltz jacobwysocki levangabriadze recent
103,Taxi Driver,1976,a mentally unstable vietnam war veteran works as a nighttime taxi driver in new york city where the perceived decadence and sleaze feeds his urge for violent action attempting to save a preadolescent prostitute in the process crime drama vietnam veteran taxi obsession drug dealer night shift vigilante alienation misanthrope shot to death illegal prostitution loner robertdeniro cybillshepherd harveykeitel jodiefoster peterboyle martinscorsese classic
11298,The Howling,1981,after a bizarre and near fatal encounter with a serial killer a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem drama horror insane asylum werewolf newswoman patrickmacnee dennisdugan christopherstone belindabalaski kevinmccarthy joedante modern
646,Dr. No,1962,in the film that launched the james bond saga agent 007 battles mysterious dr no a scientific genius bent on destroying the us space program as the countdown to disaster begins bond must go to jamaica where he encounters beautiful honey ryder to confront a megalomaniacal villain in his massive island headquarters adventure action thriller london england england assassination spy casino exotic island card game space marine intelligence jamaica secret base secret mission baccarat secret organization secret intelligence service nuclear radiation villain secret agent atomic reactor seanconnery ursulaandress josephwiseman jacklord bernardlee terenceyoung classic
93856,Chernobyl Diaries,2012,a group of six tourists looking to go off the beaten path hire an extreme tour guide ignoring warnings he takes them into the city of pripyat the former home to the workers of the chernobyl nuclear reactor but a deserted town since the disaster more than 25 years earlier after a brief exploration of the abandoned city the group members find themselves stranded only to discover that they are not alone horror thriller radiation ukraine nuclear radiation tourist nuclear power plant stranded deserted town pripyat jessemccartney jonathansadowski oliviataylordudley ingridbolsøberdal alexfeldman bradleyparker recent
9003,Hellraiser,1987,larry and his wife julia move into an old house and discover a hideous creature the mans halfbrother who is also the womans former lover hiding upstairs having lost his earthly body to a trio of sampm demons the cenobites frank is brought back into existence by a drop of blood on the floor he soon forces his former mistress to bring him his necessary human sacrifices to complete his body but the cenobites wont be happy about this horror underworld seduction supernatural pinhead revenge undead demon puzzle box attic cenobites body horror andrewrobinson clarehiggins ashleylaurence seanchapman oliversmith clivebarker modern
347126,God's Not Dead 2,2016,when a high school teacher is asked a question in class about jesus her reasoned response lands her in deep trouble and could expel god from the public square once and for all drama christian hayleyorrantia melissajoanhart jessemetcalfe davida.r.white raywise haroldcronk recent
10092,Cry_Wolf,2005,eight unsuspecting high school seniors at a posh boarding school who delight themselves on playing games of lies come facetoface with terror and learn that nobody believes a liar even when theyre telling the truth horror thriller murder serial killer student rumor julianmorris lindybooth jaredpadalecki jonbonjovi sandramccoy jeffwadlow millennium
10643,Godzilla 2000,1999,godzilla saves tokyo from a flying saucer that transforms into the beast orga adventure horror action sciencefiction japan monster flying saucer godzilla city kaiju takehiromurata naominishida mayusuzuki hiroshiabe shirôsano takaookawara modern
46705,Blue Valentine,2010,dean and cindy live a quiet life in a modest neighborhood they appear to have the world at their feet at the outset of the relationship however his lack of ambition and her retreat into selfabsorption cause potentially irreversible cracks in their marriage drama romance dancing nurse depression classroom bridge marriage truck love dysfunctional family children ryangosling michellewilliams mikevogel johndoman faithwladyka derekcianfrance recent
546,Transamerica,2005,bree is about to get a sex change operation that will finally allow her to actually be what shes already been in her mind for a long time a transitioned woman yet before this happens she suddenly runs into her son who ends up coming for the trip across the united states drama individual gay new york usa missionary father son relationship sexual identity transsexuality runaway sexual abuse waitress parents kids relationship drug addiction cocaine women's sexual identity hustler new identity motel therapist porn actor road trip independent film los angeles transgender stolen cars hitchhike felicityhuffman kevinzegers elizabethpeña dannyburstein mauriceorozco duncantucker millennium
76487,The Devil Inside,2012,in italy a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother who allegedly murdered three people during her own exorcism thriller horror rome exorcism death demonic possession found footage fernandaandrade simonquarterman evanhelmuth ionutgrama suzancrowley williambrentbell recent
5722,Beyond the Valley of the Dolls,1970,a hip and happenin all girl rock group head to la to claim leadsinger kellys inheritance and make it and make it in la soon the girls fall into a morass of drugs and deceit as their recording success soars it takes several tragedies to make them stop and think but is it too late comedy drama thriller pop pop star musical dollyread cynthiamyers marciamcbroom johnlazar michaelblodgett russmeyer classic
39833,Love Me Tender,1956,elvis prestleys first film is a civil war drama drama action western music romance civil war richardegan debrapaget elvispresley robertmiddleton williamcampbell robertd.webb classic
1781,An Inconvenient Truth,2006,a documentary on al gores campaign to make the issue of global warming a recognized problem worldwide documentary climate change greenhouse effect climate earth global warming politics truth crisis nature environment science audience algore billywest ronaldreagan georgew.bush georgeh.w.bush davisguggenheim millennium
18712,Sands of Iwo Jima,1949,the relationship between sergeant stryker and a group of rebellious recruits is made difficult by the sergeants tough training tactics at tarawa the leathernecks have a chance to see stryker in action and begin to appreciate him action drama history war sergeant iwo jima johnwayne johnagar adelemara forresttucker wallycassell allandwan classic
